country_id,country_name,locality_id,market_id,market_name,commdity_id,commodity_name,currency_id,currency_name,market_type_id,market_type,measure_id,measure_name,month,year,price_paid,mp_commoditysource
254,Ukraine,0,1295,National Average,52,Rice,93,UAH,15,Retail,5,KG,3,2014,8.6567,Government
254,Ukraine,0,1295,National Average,52,Rice,93,UAH,15,Retail,5,KG,4,2014,9.4033,Government
254,Ukraine,0,1295,National Average,52,Rice,93,UAH,15,Retail,5,KG,5,2014,9.8967,Government
254,Ukraine,0,1295,National Average,52,Rice,93,UAH,15,Retail,5,KG,6,2014,10.2567,Government
254,Ukraine,0,1295,National Average,52,Rice,93,UAH,15,Retail,5,KG,7,2014,10.2933,Government
254,Ukraine,0,1295,National Average,52,Rice,93,UAH,15,Retail,5,KG,8,2014,10.4033,Government
254,Ukraine,0,1295,National Average,52,Rice,93,UAH,15,Retail,5,KG,9,2014,11.45,Government
254,Ukraine,0,1295,National Average,52,Rice,93,UAH,15,Retail,5,KG,10,2014,12.7,Government
254,Ukraine,0,1295,National Average,52,Rice,93,UAH,15,Retail,5,KG,11,2014,13.3267,Government
254,Ukraine,0,1295,National Average,52,Rice,93,UAH,15,Retail,5,KG,12,2014,15.2,Government
254,Ukraine,0,1295,National Average,52,Rice,93,UAH,15,Retail,5,KG,1,2015,17.4533,Government
254,Ukraine,0,1295,National Average,52,Rice,93,UAH,15,Retail,5,KG,2,2015,18.7333,Government
254,Ukraine,0,1295,National Average,52,Rice,93,UAH,15,Retail,5,KG,3,2015,24.0067,Government
254,Ukraine,0,1295,National Average,52,Rice,93,UAH,15,Retail,5,KG,4,2015,23.1,Government
254,Ukraine,0,1295,National Average,52,Rice,93,UAH,15,Retail,5,KG,5,2015,21.8567,Government
254,Ukraine,0,1295,National Average,52,Rice,93,UAH,15,Retail,5,KG,6,2015,19.97,Government
254,Ukraine,0,1295,National Average,52,Rice,93,UAH,15,Retail,5,KG,7,2015,18.44,Government
254,Ukraine,0,1295,National Average,52,Rice,93,UAH,15,Retail,5,KG,8,2015,18.01,Government
254,Ukraine,0,1295,National Average,52,Rice,93,UAH,15,Retail,5,KG,9,2015,17.8133,Government
254,Ukraine,0,1295,National Average,52,Rice,93,UAH,15,Retail,5,KG,10,2015,17.3267,Government
254,Ukraine,0,1295,National Average,52,Rice,93,UAH,15,Retail,5,KG,11,2015,16.9367,Government
254,Ukraine,0,1295,National Average,52,Rice,93,UAH,15,Retail,5,KG,12,2015,17.06,Government
254,Ukraine,0,1295,National Average,52,Rice,93,UAH,15,Retail,5,KG,1,2016,16.9433,Government
254,Ukraine,0,1295,National Average,52,Rice,93,UAH,15,Retail,5,KG,2,2016,16.5867,Government
254,Ukraine,0,1295,National Average,52,Rice,93,UAH,15,Retail,5,KG,3,2016,16.2133,Government
254,Ukraine,0,1295,National Average,52,Rice,93,UAH,15,Retail,5,KG,4,2016,15.8367,Government
254,Ukraine,0,1295,National Average,52,Rice,93,UAH,15,Retail,5,KG,5,2016,15.65,Government
254,Ukraine,0,1295,National Average,52,Rice,93,UAH,15,Retail,5,KG,6,2016,15.28,Government
254,Ukraine,0,1295,National Average,52,Rice,93,UAH,15,Retail,5,KG,7,2016,15.34,Government
254,Ukraine,0,1295,National Average,52,Rice,93,UAH,15,Retail,5,KG,8,2016,15.46,Government
254,Ukraine,0,1295,National Average,52,Rice,93,UAH,15,Retail,5,KG,9,2016,15.9467,Government
254,Ukraine,0,1295,National Average,52,Rice,93,UAH,15,Retail,5,KG,10,2016,16.1733,Government
254,Ukraine,0,1295,National Average,52,Rice,93,UAH,15,Retail,5,KG,11,2016,16.23,Government
254,Ukraine,0,1295,National Average,52,Rice,93,UAH,15,Retail,5,KG,12,2016,16.2667,Government
254,Ukraine,0,1295,National Average,52,Rice,93,UAH,15,Retail,5,KG,1,2017,16.5533,Government
254,Ukraine,0,1295,National Average,52,Rice,93,UAH,15,Retail,5,KG,2,2017,16.7967,Government
254,Ukraine,0,1295,National Average,52,Rice,93,UAH,15,Retail,5,KG,3,2017,17.1167,Government
254,Ukraine,0,1295,National Average,52,Rice,93,UAH,15,Retail,5,KG,4,2017,17.26,Government
254,Ukraine,0,1295,National Average,52,Rice,93,UAH,15,Retail,5,KG,5,2017,17.5433,Government
254,Ukraine,0,1295,National Average,52,Rice,93,UAH,15,Retail,5,KG,6,2017,18.17,Government
254,Ukraine,0,1295,National Average,81,Milk,93,UAH,15,Retail,15,L,3,2014,7.94,Government
254,Ukraine,0,1295,National Average,81,Milk,93,UAH,15,Retail,15,L,4,2014,8.0733,Government
254,Ukraine,0,1295,National Average,81,Milk,93,UAH,15,Retail,15,L,5,2014,8.15,Government
254,Ukraine,0,1295,National Average,81,Milk,93,UAH,15,Retail,15,L,6,2014,8.1733,Government
254,Ukraine,0,1295,National Average,81,Milk,93,UAH,15,Retail,15,L,7,2014,8.1667,Government
254,Ukraine,0,1295,National Average,81,Milk,93,UAH,15,Retail,15,L,8,2014,8.1667,Government
254,Ukraine,0,1295,National Average,81,Milk,93,UAH,15,Retail,15,L,9,2014,8.32,Government
254,Ukraine,0,1295,National Average,81,Milk,93,UAH,15,Retail,15,L,10,2014,8.6767,Government
254,Ukraine,0,1295,National Average,81,Milk,93,UAH,15,Retail,15,L,11,2014,8.7367,Government
254,Ukraine,0,1295,National Average,81,Milk,93,UAH,15,Retail,15,L,12,2014,8.7933,Government
254,Ukraine,0,1295,National Average,81,Milk,93,UAH,15,Retail,15,L,1,2015,9.0267,Government
254,Ukraine,0,1295,National Average,81,Milk,93,UAH,15,Retail,15,L,2,2015,9.1833,Government
254,Ukraine,0,1295,National Average,81,Milk,93,UAH,15,Retail,15,L,3,2015,9.67,Government
254,Ukraine,0,1295,National Average,81,Milk,93,UAH,15,Retail,15,L,4,2015,10.09,Government
254,Ukraine,0,1295,National Average,81,Milk,93,UAH,15,Retail,15,L,5,2015,10.2633,Government
254,Ukraine,0,1295,National Average,81,Milk,93,UAH,15,Retail,15,L,6,2015,10.4267,Government
254,Ukraine,0,1295,National Average,81,Milk,93,UAH,15,Retail,15,L,7,2015,10.5633,Government
254,Ukraine,0,1295,National Average,81,Milk,93,UAH,15,Retail,15,L,8,2015,10.6667,Government
254,Ukraine,0,1295,National Average,81,Milk,93,UAH,15,Retail,15,L,9,2015,10.85,Government
254,Ukraine,0,1295,National Average,81,Milk,93,UAH,15,Retail,15,L,10,2015,11.0333,Government
254,Ukraine,0,1295,National Average,81,Milk,93,UAH,15,Retail,15,L,11,2015,11.41,Government
254,Ukraine,0,1295,National Average,81,Milk,93,UAH,15,Retail,15,L,12,2015,11.7833,Government
254,Ukraine,0,1295,National Average,81,Milk,93,UAH,15,Retail,15,L,1,2016,11.9967,Government
254,Ukraine,0,1295,National Average,81,Milk,93,UAH,15,Retail,15,L,2,2016,12.32,Government
254,Ukraine,0,1295,National Average,81,Milk,93,UAH,15,Retail,15,L,3,2016,12.53,Government
254,Ukraine,0,1295,National Average,81,Milk,93,UAH,15,Retail,15,L,4,2016,12.4233,Government
254,Ukraine,0,1295,National Average,81,Milk,93,UAH,15,Retail,15,L,5,2016,12.4467,Government
254,Ukraine,0,1295,National Average,81,Milk,93,UAH,15,Retail,15,L,6,2016,12.3867,Government
254,Ukraine,0,1295,National Average,81,Milk,93,UAH,15,Retail,15,L,7,2016,12.4733,Government
254,Ukraine,0,1295,National Average,81,Milk,93,UAH,15,Retail,15,L,8,2016,12.54,Government
254,Ukraine,0,1295,National Average,81,Milk,93,UAH,15,Retail,15,L,9,2016,12.8233,Government
254,Ukraine,0,1295,National Average,81,Milk,93,UAH,15,Retail,15,L,10,2016,13.35,Government
254,Ukraine,0,1295,National Average,81,Milk,93,UAH,15,Retail,15,L,11,2016,14.1633,Government
254,Ukraine,0,1295,National Average,81,Milk,93,UAH,15,Retail,15,L,12,2016,15.2033,Government
254,Ukraine,0,1295,National Average,81,Milk,93,UAH,15,Retail,15,L,1,2017,15.7733,Government
254,Ukraine,0,1295,National Average,81,Milk,93,UAH,15,Retail,15,L,2,2017,16.3733,Government
254,Ukraine,0,1295,National Average,81,Milk,93,UAH,15,Retail,15,L,3,2017,16.5467,Government
254,Ukraine,0,1295,National Average,81,Milk,93,UAH,15,Retail,15,L,4,2017,16.5833,Government
254,Ukraine,0,1295,National Average,81,Milk,93,UAH,15,Retail,15,L,5,2017,16.49,Government
254,Ukraine,0,1295,National Average,81,Milk,93,UAH,15,Retail,15,L,6,2017,16.5733,Government
254,Ukraine,0,1295,National Average,83,Potatoes,93,UAH,15,Retail,5,KG,3,2014,6.74,Government
254,Ukraine,0,1295,National Average,83,Potatoes,93,UAH,15,Retail,5,KG,4,2014,6.8833,Government
254,Ukraine,0,1295,National Average,83,Potatoes,93,UAH,15,Retail,5,KG,5,2014,7.5433,Government
254,Ukraine,0,1295,National Average,83,Potatoes,93,UAH,15,Retail,5,KG,6,2014,7.13,Government
254,Ukraine,0,1295,National Average,83,Potatoes,93,UAH,15,Retail,5,KG,7,2014,4.3233,Government
254,Ukraine,0,1295,National Average,83,Potatoes,93,UAH,15,Retail,5,KG,8,2014,3.1267,Government
254,Ukraine,0,1295,National Average,83,Potatoes,93,UAH,15,Retail,5,KG,9,2014,3.0,Government
254,Ukraine,0,1295,National Average,83,Potatoes,93,UAH,15,Retail,5,KG,10,2014,3.02,Government
254,Ukraine,0,1295,National Average,83,Potatoes,93,UAH,15,Retail,5,KG,11,2014,2.9867,Government
254,Ukraine,0,1295,National Average,83,Potatoes,93,UAH,15,Retail,5,KG,12,2014,3.1133,Government
254,Ukraine,0,1295,National Average,83,Potatoes,93,UAH,15,Retail,5,KG,1,2015,3.6667,Government
254,Ukraine,0,1295,National Average,83,Potatoes,93,UAH,15,Retail,5,KG,2,2015,3.98,Government
254,Ukraine,0,1295,National Average,83,Potatoes,93,UAH,15,Retail,5,KG,3,2015,4.4033,Government
254,Ukraine,0,1295,National Average,83,Potatoes,93,UAH,15,Retail,5,KG,4,2015,4.04,Government
254,Ukraine,0,1295,National Average,83,Potatoes,93,UAH,15,Retail,5,KG,5,2015,3.97,Government
254,Ukraine,0,1295,National Average,83,Potatoes,93,UAH,15,Retail,5,KG,6,2015,5.9433,Government
254,Ukraine,0,1295,National Average,83,Potatoes,93,UAH,15,Retail,5,KG,7,2015,5.3,Government
254,Ukraine,0,1295,National Average,83,Potatoes,93,UAH,15,Retail,5,KG,8,2015,4.79,Government
254,Ukraine,0,1295,National Average,83,Potatoes,93,UAH,15,Retail,5,KG,9,2015,4.88,Government
254,Ukraine,0,1295,National Average,83,Potatoes,93,UAH,15,Retail,5,KG,10,2015,5.0533,Government
254,Ukraine,0,1295,National Average,83,Potatoes,93,UAH,15,Retail,5,KG,11,2015,5.8433,Government
254,Ukraine,0,1295,National Average,83,Potatoes,93,UAH,15,Retail,5,KG,12,2015,5.96,Government
254,Ukraine,0,1295,National Average,83,Potatoes,93,UAH,15,Retail,5,KG,1,2016,6.28,Government
254,Ukraine,0,1295,National Average,83,Potatoes,93,UAH,15,Retail,5,KG,2,2016,6.02,Government
254,Ukraine,0,1295,National Average,83,Potatoes,93,UAH,15,Retail,5,KG,3,2016,5.3833,Government
254,Ukraine,0,1295,National Average,83,Potatoes,93,UAH,15,Retail,5,KG,4,2016,5.17,Government
254,Ukraine,0,1295,National Average,83,Potatoes,93,UAH,15,Retail,5,KG,5,2016,5.8267,Government
254,Ukraine,0,1295,National Average,83,Potatoes,93,UAH,15,Retail,5,KG,6,2016,6.4633,Government
254,Ukraine,0,1295,National Average,83,Potatoes,93,UAH,15,Retail,5,KG,7,2016,5.3533,Government
254,Ukraine,0,1295,National Average,83,Potatoes,93,UAH,15,Retail,5,KG,8,2016,4.87,Government
254,Ukraine,0,1295,National Average,83,Potatoes,93,UAH,15,Retail,5,KG,9,2016,4.66,Government
254,Ukraine,0,1295,National Average,83,Potatoes,93,UAH,15,Retail,5,KG,10,2016,4.6567,Government
254,Ukraine,0,1295,National Average,83,Potatoes,93,UAH,15,Retail,5,KG,11,2016,4.9,Government
254,Ukraine,0,1295,National Average,83,Potatoes,93,UAH,15,Retail,5,KG,12,2016,5.1967,Government
254,Ukraine,0,1295,National Average,83,Potatoes,93,UAH,15,Retail,5,KG,1,2017,5.84,Government
254,Ukraine,0,1295,National Average,83,Potatoes,93,UAH,15,Retail,5,KG,2,2017,6.3067,Government
254,Ukraine,0,1295,National Average,83,Potatoes,93,UAH,15,Retail,5,KG,3,2017,6.3433,Government
254,Ukraine,0,1295,National Average,83,Potatoes,93,UAH,15,Retail,5,KG,4,2017,6.8,Government
254,Ukraine,0,1295,National Average,83,Potatoes,93,UAH,15,Retail,5,KG,5,2017,8.7333,Government
254,Ukraine,0,1295,National Average,83,Potatoes,93,UAH,15,Retail,5,KG,6,2017,10.4133,Government
254,Ukraine,0,1295,National Average,92,Eggs,93,UAH,15,Retail,81,10 pcs,3,2014,9.4867,Government
254,Ukraine,0,1295,National Average,92,Eggs,93,UAH,15,Retail,81,10 pcs,4,2014,7.8433,Government
254,Ukraine,0,1295,National Average,92,Eggs,93,UAH,15,Retail,81,10 pcs,5,2014,7.3967,Government
254,Ukraine,0,1295,National Average,92,Eggs,93,UAH,15,Retail,81,10 pcs,6,2014,6.8467,Government
254,Ukraine,0,1295,National Average,92,Eggs,93,UAH,15,Retail,81,10 pcs,7,2014,8.9267,Government
254,Ukraine,0,1295,National Average,92,Eggs,93,UAH,15,Retail,81,10 pcs,8,2014,10.1067,Government
254,Ukraine,0,1295,National Average,92,Eggs,93,UAH,15,Retail,81,10 pcs,9,2014,11.7333,Government
254,Ukraine,0,1295,National Average,92,Eggs,93,UAH,15,Retail,81,10 pcs,10,2014,13.3233,Government
254,Ukraine,0,1295,National Average,92,Eggs,93,UAH,15,Retail,81,10 pcs,11,2014,13.39,Government
254,Ukraine,0,1295,National Average,92,Eggs,93,UAH,15,Retail,81,10 pcs,12,2014,14.3767,Government
254,Ukraine,0,1295,National Average,92,Eggs,93,UAH,15,Retail,81,10 pcs,1,2015,14.4867,Government
254,Ukraine,0,1295,National Average,92,Eggs,93,UAH,15,Retail,81,10 pcs,2,2015,13.8533,Government
254,Ukraine,0,1295,National Average,92,Eggs,93,UAH,15,Retail,81,10 pcs,3,2015,13.74,Government
254,Ukraine,0,1295,National Average,92,Eggs,93,UAH,15,Retail,81,10 pcs,4,2015,12.5233,Government
254,Ukraine,0,1295,National Average,92,Eggs,93,UAH,15,Retail,81,10 pcs,5,2015,15.08,Government
254,Ukraine,0,1295,National Average,92,Eggs,93,UAH,15,Retail,81,10 pcs,6,2015,14.7433,Government
254,Ukraine,0,1295,National Average,92,Eggs,93,UAH,15,Retail,81,10 pcs,7,2015,13.3833,Government
254,Ukraine,0,1295,National Average,92,Eggs,93,UAH,15,Retail,81,10 pcs,8,2015,14.6867,Government
254,Ukraine,0,1295,National Average,92,Eggs,93,UAH,15,Retail,81,10 pcs,9,2015,16.7,Government
254,Ukraine,0,1295,National Average,92,Eggs,93,UAH,15,Retail,81,10 pcs,10,2015,18.26,Government
254,Ukraine,0,1295,National Average,92,Eggs,93,UAH,15,Retail,81,10 pcs,11,2015,20.8,Government
254,Ukraine,0,1295,National Average,92,Eggs,93,UAH,15,Retail,81,10 pcs,12,2015,23.61,Government
254,Ukraine,0,1295,National Average,92,Eggs,93,UAH,15,Retail,81,10 pcs,1,2016,22.87,Government
254,Ukraine,0,1295,National Average,92,Eggs,93,UAH,15,Retail,81,10 pcs,2,2016,14.8667,Government
254,Ukraine,0,1295,National Average,92,Eggs,93,UAH,15,Retail,81,10 pcs,3,2016,11.9433,Government
254,Ukraine,0,1295,National Average,92,Eggs,93,UAH,15,Retail,81,10 pcs,4,2016,9.97,Government
254,Ukraine,0,1295,National Average,92,Eggs,93,UAH,15,Retail,81,10 pcs,5,2016,11.6567,Government
254,Ukraine,0,1295,National Average,92,Eggs,93,UAH,15,Retail,81,10 pcs,6,2016,12.1767,Government
254,Ukraine,0,1295,National Average,92,Eggs,93,UAH,15,Retail,81,10 pcs,7,2016,13.1067,Government
254,Ukraine,0,1295,National Average,92,Eggs,93,UAH,15,Retail,81,10 pcs,8,2016,13.13,Government
254,Ukraine,0,1295,National Average,92,Eggs,93,UAH,15,Retail,81,10 pcs,9,2016,13.33,Government
254,Ukraine,0,1295,National Average,92,Eggs,93,UAH,15,Retail,81,10 pcs,10,2016,21.46,Government
